"id"	"chrom"	"start"	"end"	"width"	"motif"	"Bind4"	"Bind2_noPi"	"Bind2_hiPi"	"Gene"	"G_dep2"	"R32v46"	"R43v49.no30.new"	"R43v49.no90.new"	"CgPho2.enrichment.High.Pi"	"CgPho2.enrichment.No.Pi"	"CgPho4.enrichment.High.Pi.no.pho2"	"CgPho4.enrichment.High.Pi.with.Pho2"	"CgPho4.enrichment.No.Pi.no.pho2"	"CgPho4.enrichment.No.Pi.with.Pho2"	"Motif"	"Ratio.Cgla4.no.Pi"	"B_dep2"	"GeneID"	"Location"	"annotation"	"comment"	"Fun_4"	"sCgla4.w.cg2"	"sCgla4.alone"	"sCgla2.w.cg4"	"bCgla4.w.cg2"	"bCgla4.alone"	"bCgla2.w.cg4"
74	"Chr5"	631381	631983	603	2	1	1	0.5	1	0	0.57	0.945	1.152	4.181	9.597	0.831	0.66	12.377	16.003	3.6862665033	1.29296275349438	FALSE	"CAGL0E06292g"	"upstream"	""	"PHO4 binding not PHO2 dependent, yet putative gene induction appears to be higher with PHO2"	1	1	0	0	6.060265544776	5.46455952319546	0.672519476803342
75	"Chr6"	68171	68787	617	2	1	1	0	0	0	0.87	1.945	1.547	1.321	5.027	1.59	1.334	19.695	28.052	3.6862665033	1.42432089362782	FALSE	NA	""	""	"strong motif, strong PHO4 and PHO2 binding, yet no obvious target gene. Likely nonfunctional"	0	NA	NA	NA	NA	NA	NA
76	"Chr6"	70615	71114	500	1	1	1	0.5	1	1	0.95	1.013	1.653	3.528	8.408	0.521	0.667	3.452	6.332	1.9160650343	1.8342989571263	FALSE	"CAGL0F00649g"	"upstream"	""	"binding evident in 43no90 only. No PHO4 motif. Putative gene show PHO2 dependent activation, <2 fold"	0.5	0	0	0	1.04441658903339	1.98055105887834	1.01089740707698
77	"Chr6"	232730	233229	500	2	1	1	0	1	1	0.91	0.867	1.198	1.786	9.311	3.657	3.28	31.894	45.271	3.6862665033	1.41942058067348	FALSE	"CAGL0F02387g"	"upstream"	""	""	1	1	0	0	1.35318755829254	0.639711548674925	0.75266695586437
78	"Chr6"	810158	810657	500	1	1	1	0.5	-1	0	0.61	1.447	1.324	3.37	8.002	1.749	1.415	5.546	5.633	2.1180647793	1.01568698160837	FALSE	NA	""	""	"PHO2 strong, PHO4 only in 43no90 and 49no90, likely non-functional"	-1	NA	NA	NA	NA	NA	NA
79	"Chr7"	30398	30897	500	2	1	1	0.5	0	0	0.86	1.055	1.514	2.386	2.778	2.16	1.898	8.393	14.109	3.6862665033	1.68104372691529	FALSE	NA	""	""	"no obvious target gene, binding peak coincide with CDS of G00297g, which has no expression data available"	0	NA	NA	NA	NA	NA	NA
80	"Chr7"	145563	146110	548	2	1	1	0	1	0	0.53	0.788	1.312	2.504	5.01	2.647	2.163	16.566	20.69	3.6862665033	1.24894361946155	FALSE	"CAGL0G01540g"	"upstream"	""	"PHO4 binding not PHO2 dependent; putative gene induction appears to be higher with PHO2"	1	1	1	0	3.2236617691664	2.36475669959833	0.492579396386732
81	"Chr7"	314635	315134	500	2	0	0	0	0	0	1.44	1.222	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	"no obvious target gene; very weak PHO4 peak, spurious prediction"	0	NA	NA	NA	NA	NA	NA
82	"Chr7"	456986	457492	507	1	1	1	1	1	2	0.82	1.084	1.394	3.677	4.991	1.304	1.597	6.763	10.403	1.9160650343	1.53822268224161	FALSE	"CAGL0G04829g"	"upstream"	""	"putative gene is the second gene downstream, and shows strong PHO2 dependence"	0.5	1	0	0	1.79774806693132	0.517978396304041	0.60847573105444
83	"Chr7"	537558	538057	500	2	1	0	0	0	0	0.67	1.236	1.362	1.409	2.039	1.606	1.419	6.529	10.805	3.6862665033	1.65492418440803	FALSE	"CAGL0G05632g"	"downstream"	""	"PHO4 binding in 3'UTR of the gene, which shows <2 fold induction with or without PHO2"	0	0	0	0	0.7309517109536	0.386534255480917	-0.602314082724593
84	"Chr7"	580809	581397	589	2	1	1	0	1	0	0.69	0.917	1.262	1.104	5.778	1.736	1.462	33.221	38.132	3.6862665033	1.14782818096987	FALSE	"CAGL0G06050g"	"upstream"	""	""	1	1	1	0	10.5122333085853	10.5714491502294	-0.0925232209247788
85	"Chr7"	762037	762539	503	2	1	1	1	1	2	0.93	0.529	1.311	3.858	4.86	1.936	2.116	4.225	4.586	3.6862665033	1.08544378698225	FALSE	"CAGL0G08085g"	"upstream"	""	"gene exn data is noisy and fold change small"	-1	0	0	0	0.332992064519956	-0.278588197750708	0.514029460535139
86	"Chr7"	883903	884405	503	2	1	0.5	0.5	0	0	0.63	0.625	1.168	1.636	1.598	1.296	1.577	4.041	4.021	3.6862665033	0.995050730017322	FALSE	"CAGL0G09262g"	"upstream"	""	"no obvious target gene"	0	0	0	0	-0.18757131087936	0.615124421999658	-0.303139191496213
87	"Chr8"	70038	70969	932	1	1	1	1	1	2	0.89	1.099	0.735	2.013	8.466	0.888	0.987	31.385	22.344	2.3200645243	0.711932451808189	FALSE	"CAGL0H00682g"	"upstream"	"role in oligosaccharide metabolic process"	"2nd gene downstream"	1	0	0	0	1.08918957152943	0.096601362120774	0.693837321143277
87	"Chr8"	70038	70969	932	1	1	1	1	1	2	0.89	1.099	0.735	2.013	8.466	0.888	0.987	31.385	22.344	2.3200645243	0.711932451808189	FALSE	"CAGL0H00704g"	"upstream"	""	"PHO4 binding is independent of PHO2, but putative target gene induction is abolished in pho2∆"	1	0	0	0	1.43803070723916	0.1128483393489	0.44437374739308
88	"Chr8"	108207	108706	500	2	1	0	0	1	0	0.73	1.045	1.108	1.221	1.508	1.771	1.805	14.764	18.858	3.6862665033	1.27729612571119	FALSE	"CAGL0H01177g"	"upstream"	"phospholipid phosphatase activity"	""	1	1	0	0	1.33826043342099	0.931049867723505	0.276534681071675
89	"Chr8"	452334	452833	500	2	0	0	0	0	0	1.13	1.564	1.346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	"likely spurious prediction"	0	NA	NA	NA	NA	NA	NA
90	"Chr8"	522308	522807	500	1	1	1	1	0	0	0.68	1.072	1.631	1.991	2.54	0.896	0.833	2.777	3.738	1.9160650343	1.34605689593086	FALSE	NA	""	""	"no obvious target gene"	0	NA	NA	NA	NA	NA	NA
91	"Chr8"	597015	597514	500	2	0	0	0	0	0	1.22	0.983	1.742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	"likely spurious prediction"	0	NA	NA	NA	NA	NA	NA
92	"Chr8"	678912	679411	500	1	0	0	0	0	0	2.09	1.661	1.227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	"no obvious target gene"	0	NA	NA	NA	NA	NA	NA
93	"Chr8"	739734	740233	500	2	1	0	0	0	0	0.56	0.505	0.927	1.105	0.942	0.432	0.532	3.992	2.897	3.6862665033	0.725701402805611	FALSE	NA	""	""	"upstream of HXK2, which shows downregulation by PHO4"	0	NA	NA	NA	NA	NA	NA
94	"Chr8"	979858	980357	500	2	0.5	0	0	0	0	0.92	0.583	0.588	0.974	1.216	1.769	1.885	15.829	8.954	3.6862665033	0.565670604586518	FALSE	NA	""	""	"no obvious target gene, PHO4 binding only in no90 samples"	0	NA	NA	NA	NA	NA	NA
95	"Chr9"	52890	53389	500	2	1	1	0.5	2	1	0.67	0.642	0.902	1.461	4.546	1.666	1.475	34.467	28.472	3.6862665033	0.826065511938956	FALSE	"CAGL0I00748g"	"upstream"	"NADH dehydrogenase"	""	1	0	0	0	0.99949361915335	1.1759531468734	0.488671235034733
95	"Chr9"	52890	53389	500	2	1	1	0.5	2	1	0.67	0.642	0.902	1.461	4.546	1.666	1.475	34.467	28.472	3.6862665033	0.826065511938956	FALSE	"CAGL0I00726g"	"upstream"	"outer spore wall protein"	""	1	0	0	0	1.53056348904413	2.11109369140575	1.03568934889515
96	"Chr9"	72419	72921	503	2	1	1	1	1	0	0.71	0.961	1.299	2.285	2.641	1.427	1.217	5.685	9.418	3.6862665033	1.65664028144239	FALSE	"CAGL0I00902g"	"upstream"	""	"nearly 3kb away from the downstream gene, although PHO2 shows spread peaks"	1	0	1	0	0.859007579294094	1.19392365264621	-0.0570005826385902
97	"Chr9"	219853	220352	500	1	1	1	1	0	0	1.15	1.133	1.252	2.744	3.976	1.457	2.059	4.701	8.032	2.1180647793	1.70857264411827	FALSE	"CAGL0I02486g"	"upstream"	""	"ENO1 shows very small induction with PHO2, and nearly none without"	0	0	0	0	0.292498118917324	-0.0852726026717896	0.329194760699064
98	"Chr9"	684995	685494	500	0	0	0	0	0	0	0.91	0.888	0.913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	"likely spurious prediction"	0	NA	NA	NA	NA	NA	NA
99	"Chr9"	758909	759408	500	2	0	0	0	0	0	1.13	1.529	1.566	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CAGL0I07865g"	"gene body"	""	""	0	1	1	0	3.04049246873405	1.89941813918875	0.36706034478623
99	"Chr9"	758909	759408	500	2	0	0	0	0	0	1.13	1.529	1.566	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CAGL0I07865g"	""	""	""	-1	1	1	0	3.04049246873405	1.89941813918875	0.36706034478623
100	"Chr9"	940392	940891	500	0	0	1	1	0	0	0.85	0.652	1.529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	"likely spurious prediction"	0	NA	NA	NA	NA	NA	NA
101	"Chr9"	1067304	1067806	503	2	1	0	0	1	0	1.09	0.985	1.175	1.945	1.807	1.863	1.671	3.348	5.765	3.6862665033	1.72192353643967	FALSE	"CAGL0I10791g"	"gene body"	""	""	0.5	1	1	0	1.40183665598174	2.7771840183944	-0.717901544797958
102	"Chr10"	395200	395400	400	1	1	1	1	1	2	1.8	1.427	3.055	3.165	8.312	1.362	1.877	2.005	6.601	2.1180647793	3.29226932668329	TRUE	"CAGL0J04202g"	"upstream"	"heat shock protein, up-regulated in azole resistant strain"	"strong PHO2 peak, PHO4 peak obvious only in 43no90"	1	1	0	1	3.71817622720923	0.861979679247274	3.70264464182304
103	"Chr10"	826200	826600	400	1	1	1	1	1	1	0.76	1.065	3.171	4.825	5.873	0.75	1.615	2.626	8.621	1.9160650343	3.28293983244478	TRUE	"CAGL0J08294g"	"upstream"	"borate transport"	"strong PHO2 peak, PHO4 peak strong in 43no90"	1	1	0	0	1.38012669419403	0.154750566338373	0.858561336446288
104	"Chr11"	739400	740200	800	1	1	1	1	1	2	1.67	0.975	1.502	3.103	3.697	0.981	0.97	3.58	5.375	2.3200645243	1.50139664804469	FALSE	"CAGL0K07458g"	"upstream"	""	"PHO2 peak coincide"	0.5	1	0	1	1.08799946689005	0.422150465728833	0.852636201011155
105	"Chr11"	991800	993000	1200	1	0.5	1	1	1	2	1.57	1.112	2.472	7.341	10.042	2.221	1.82	1.946	6.143	2.1180647793	3.15673175745118	TRUE	"CAGL0K10164g"	"upstream"	""	"Strong PHO2 peak, no PHO4 motif, PHO4 peak only in 43no90"	0.5	1	1	0	4.11583095823552	3.91134661002465	0.878613145670173
106	"Chr12"	929500	930000	500	0	1	1	1	0	0	0.59	0.659	1.03	2.143	2.242	0.646	0.712	4.888	5.745	0.9538625452	1.17532733224223	FALSE	NA	NA	""	"weak PHO2 peak overlapping, PHO4 binding is obvious in 43no90 and 49no90, no motif, downstream gene is not updated in new RNAseq result, not induced"	0	NA	NA	NA	NA	NA	NA
107	"Chr12"	977500	978000	500	1	1	1	1	1	2	0.64	1.254	1.689	2.271	2.981	1.035	0.917	3.509	5.296	2.3200645243	1.50926189797663	FALSE	"CAGL0L08932g"	"upstream"	""	"PHO2 peak coincide"	0.5	0	0	0	0.507727338222898	-0.00822589482602076	0.414068581997967
108	"Chr2"	294000	294500	500	1	1	1	1	1	1	0.71	1.196	1.227	2.838	4.287	1.011	1.026	8.49	9.302	2.1180647793	1.09564193168433	FALSE	"CAGL0B02970g"	"upstream"	""	"has CACACG motif, PHO4 binding is evident, PHO2 also clearly binds just by PHO4"	1	1	1	0	1.4808320800237	1.66120296839952	0.768008353890155
109	"Chr3"	235700	236000	300	1	1	1	1	1	1	1	0.779	1.045	1.364	1.24	1.32	0.942	6.97	5.549	1.9160650343	0.796126255380201	FALSE	"CAGL0C02321g"	"upstream"	"role in pyrimidine nucleobase metabolic process"	"PHO4 binding evident in 43no90 and 49no90, weak in 30' starved, and not visible in 32 or 46; PHO2 peak about 300 bp away"	1	1	0	0	2.39275839529928	1.55187448128075	0.547963471168763
110	"Chr3"	463680	464000	320	1	0.5	1	1	1	2	1.27	2.647	3.633	4.301	4.454	2.158	2.1	2.026	7.097	2.3200645243	3.50296150049358	TRUE	"CAGL0C04939g"	"upstream"	"triglyceride lipase activity, role in lipid metabolic process"	"PHO4 binding most obvious in 43no90; PHO2 binding clear but weak"	1	1	0	1	2.81545074339584	0.510447346559592	2.17525312107165
111	"Chr5"	474500	475000	500	1	0.5	1	0.5	1	1	1.28	0.771	1.28	3.509	8.525	2.487	2.797	3.388	6.878	2.3200645243	2.03010625737898	TRUE	"CAGL0E04884g"	"upstream"	"transcription factor"	""	0.5	0	0	0	1.22294701509856	1.31781814893959	1.06868490074724
112	"Chr6"	62500	62600	100	0	0.5	1	1	1	2	1.48	2.6	2.775	3.21	3.065	3.995	3.961	1.084	3.519	0.3478633102	3.24630996309963	TRUE	"CAGL0F00605g"	"upstream"	""	"PHO4 binding fairly weak, yet GLK1 induction is strong and PHO2 dependent"	0.5	1	0	0	2.55245468973941	0.961882624942455	0.914187426672085
113	"Chr6"	802600	803000	400	1	1	1	1	1	0	0.54	0.639	1.19	1.966	2.182	0.929	0.761	4.625	5.03	2.3200645243	1.08756756756757	FALSE	"CAGL0F08107g"	"upstream"	""	"PHO4 binding in 43 and 49, not 32 or 46, PHO2 peak weak, coincide"	1	0	0	0	0.692470058421661	0.360187630165459	0.21628808585498
114	"Chr7"	666000	666200	200	1	0.5	0	0	1	0	0.69	0.98	1.295	1.073	1.132	0.992	1.254	3.212	3.471	1.9160650343	1.08063511830635	FALSE	"CAGL0G06952g"	"upstream"	""	"binding very weak in no90 samples, non-existing in others."	1	1	1	0	2.10089533297637	1.54148509136313	0.353154396618162
115	"Chr8"	852500	852800	300	2	1	0	0	1	0	0.568	0.921	NA	1.16	1.365	0.684	0.686	4.469	3.716	3.6862665033	0.831505929738196	FALSE	"CAGL0H08778g"	"upstream"	""	"separated by a gene that faces the opposite direction"	0.5	1	1	0	1.36589589178016	1.17195254033688	0.569068116482611
116	"Chr8"	898500	899500	1000	1	1	1	0	1	0	0.48	0.867	0.954	1.81	3.888	2.503	2.739	7.644	7.027	2.3200645243	0.919283097854526	FALSE	"CAGL0H09152g"	"upstream"	""	"PHO4 peak overlaps with C terminal of PEX1 gene. Motif is not directly under the highest summit, but the second highest. PHO2 binding strong"	1	0	0	0	0.382862325440548	0.649299166855002	0.236409853807475
117	"Chr9"	111000	113000	2000	1	0	1	1	0	0	0.75	0.918	1.084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"upstream"	""	""	0	NA	NA	NA	NA	NA	NA
118	"Chr9"	538500	539000	500	1	1	1	0.5	1	2	0.65	0.835	1.137	2.595	4.943	0.749	0.615	3.95	4.998	2.1180647793	1.2653164556962	FALSE	"CAGL0I05698g"	"upstream"	"role in glycolytic process"	""	1	0	0	0	0.641905596479388	-0.116666356403999	0.463223188606015
119	"Chr9"	954400	955000	600	1	0	1	1	0	0	1.181	0.823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CAGL0I10010g"	"upstream"	""	""	0	1	1	0	3.84769415746516	1.90049547387542	0.17459329640331
120	"Chr13"	1297500	1298500	1000	1	0.5	1	1	1	1	1.72	1.326	1.592	4.507	6.69	2.16	1.74	2.479	3.848	2.1180647793	1.55223880597015	FALSE	"CAGL0M13189g"	"upstream"	""	""	0.5	1	1	0	1.91932293871323	1.83376374480176	0.960748137514225
121	"Chr13"	1311300	1311600	300	1	0	1	1	1	1	2.29	1.826	1.482	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CAGL0M13343g"	"upstream"	"ortholog in Scer involved in adaptation to oxidative stress"	""	0	0	0	0	0.535433459999345	-0.0127866245874966	0.238466829888223
122	"Chr3"	151750	151950	200	1	0.5	1	1	1	1	1.42	1.802	4.253	5.743	7.597	1.29	1.56	0.898	3.419	2.1180647793	3.80734966592428	TRUE	"CAGL0C01397g"	"upstream"	"sugar metabolism"	"ScPho4 peaks much stronger than CgPho4 in the presence of Pho2. Neither bind in the absence of Pho2"	0.5	1	0	0	1.86689086390008	0.405510789991896	0.701656498331265
123	"Chr4"	432575	433074	500	1	0	0	0	1	1	0.76	0.773	1.669	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CAGL0D04400g"	"upstream"	""	""	0	1	0	0	3.73647933904385	0.525503160696986	1.54191327358356
124	"Chr13"	1240900	1241050	150	1	0.5	1	0	0.5	0	1	1.137	1.052	1.57	3.071	1.027	0.814	3.58	2.753	2.1180647793	0.768994413407821	FALSE	"CAGL0M12430g"	"upstream"	"weak Pho4 binding and modest gene induction. Homolog in Scer is Pho4 dependent, and function of the gene is related to phosphate homeostasis"	""	0.5	0	0	0	0.588751569750396	0.478963744719771	0.163202257892566
124	"Chr13"	1240900	1241050	150	1	0.5	1	0	0.5	0	1	1.137	1.052	1.57	3.071	1.027	0.814	3.58	2.753	2.1180647793	0.768994413407821	FALSE	"CAGL0M12474g"	"upstream"	"weak Pho4 binding and modest gene induction. Homolog in Scer is Pho4 dependent, and function of the gene is related to phosphate homeostasis"	""	0.5	1	0	0	1.93847198948159	0.473665027808921	1.05228813777652
125	"Chr13"	853600	854099	500	1	1	1	1	1	0	NA	NA	NA	2.03	3.542	0.855	0.986	4.114	4.874	2.3200645243	1.18473505104521	FALSE	"CAGL0M08552g"	"upstream*"	"cation transport, response to drug"	"very strong PHO4 binding, yet the peak is located in a gene's body, while nearby genes in both directions are at least 1.5 kb away. In particular, up-regulation of PIR5, the nearest gene to the left of the peak, may not be direct targets of PHO4, given that another gene further left, PIR3, is also up-regulated, but is in opposite direction, i.e. binding is in its' 3'"	0.5	0	0	0	0.450805605303925	0.281909787765216	-0.0431713900181965
126	"Chr6"	213315	213514	200	1	0.5	0	0	1	0	NA	NA	NA	1.043	1.147	0.985	0.953	1.594	2.323	2.1180647793	1.4573400250941	FALSE	"CAGL0F02145g"	""	""	""	0.5	1	1	0	1.78919699171733	1.17262301549925	0.353617054177496
127	"Chr13"	1254930	1255130	100	1	0.5	0	0	1	0	NA	NA	NA	0.877	1	1.625	1.195	3.28	2.581	1.9160650343	0.786890243902439	FALSE	"CAGL0M12705g"	""	""	""	0.5	1	1	0	1.90405432046546	1.0529632314939	0.259743592440158
